transaction_id,user_id,amount,transaction_type,account_age_days,country,device_type,ip_address_risk,time_of_day,num_prev_transactions,avg_transaction_value,is_foreign_transaction,is_high_risk_country,is_vpn_used,login_attempts,device_trust_score,payment_gateway,browser_fingerprint_score,session_duration_sec,fraudulent
TXN01158,U1221,531.89,Refund,1478,Germany,Mobile,95,Evening,627,1125.26,1,1,0,9,20,PayPal,56,120,0
TXN01159,U0949,513.63,Withdrawal,2265,USA,Mobile,4,Evening,372,4145.11,0,0,1,2,36,PayPal,87,443,1
TXN01160,U2977,7.42,Payment,1066,Nigeria,Mobile,94,Night,817,2769.45,0,1,0,2,91,Razorpay,77,263,1
TXN01161,U2048,436.91,Withdrawal,194,China,Desktop,12,Morning,735,2803.48,0,1,0,6,69,Razorpay,75,1402,0
TXN01162,U0867,34.49,Withdrawal,1351,UK,Tablet,85,Morning,540,4562.82,1,0,1,6,44,Square,15,582,1
TXN01163,U2155,102.04,Payment,1397,Australia,Tablet,63,Afternoon,976,841.18,1,1,1,6,42,PayPal,94,650,1
TXN01164,U1750,340.16,Bill Payment,1489,Germany,Tablet,34,Morning,539,2653.52,1,0,1,1,84,Square,29,770,0
TXN01165,U2440,43.81,Transfer,163,UK,Mobile,82,Night,404,1914.11,1,0,0,9,89,PayPal,21,1434,1
TXN01166,U2878,425.89,Transfer,276,Australia,Desktop,28,Night,407,4831.79,0,0,0,2,6,Razorpay,49,499,0
TXN01167,U2737,446.15,Bill Payment,364,China,Mobile,22,Evening,557,3964.61,0,1,0,7,40,Razorpay,98,1863,1
TXN01168,U0735,177.05,Payment,1666,Australia,Desktop,82,Morning,59,3788.72,1,0,0,1,72,Square,16,1278,0
TXN01169,U2503,1.6,Deposit,2823,China,Desktop,79,Morning,866,1024.59,1,0,1,1,89,Square,38,77,1
TXN01170,U1670,84.58,Withdrawal,2528,Germany,Desktop,94,Afternoon,659,1190.43,0,1,0,9,70,Square,87,281,0
TXN01171,U2912,239.88,Refund,2737,India,Mobile,15,Night,51,150.76,1,0,0,7,56,Razorpay,41,1449,0
TXN01172,U0376,993.29,Transfer,2003,UK,Desktop,25,Night,149,3194.48,0,0,0,5,27,PayPal,89,165,0
TXN01173,U2126,249.79,Bill Payment,460,UK,Mobile,2,Night,835,1857.32,0,0,0,3,1,Stripe,22,1656,0
TXN01174,U2953,75.21,Refund,3337,Germany,Mobile,22,Evening,655,1563.64,0,1,0,8,57,Square,68,1797,1
TXN01175,U1547,251.28,Payment,2587,India,Desktop,56,Evening,660,3186.97,1,0,0,1,71,Square,63,638,0
TXN01176,U1909,194.12,Refund,3022,India,Desktop,8,Evening,171,4144.29,0,1,0,8,0,Stripe,8,325,1
TXN01177,U0640,378.36,Refund,3458,UK,Desktop,50,Night,317,669.48,1,0,1,4,86,PayPal,97,1393,1
TXN01178,U2755,28.29,Withdrawal,2133,USA,Mobile,87,Night,660,4593.71,0,1,1,2,44,Stripe,7,331,1
TXN01179,U1002,357.85,Payment,1732,China,Desktop,32,Morning,615,176.18,1,1,0,7,43,PayPal,63,1961,1
TXN01180,U2929,194.82,Refund,1340,Brazil,Desktop,77,Night,488,480.06,0,0,1,4,35,Square,39,1068,1
TXN01181,U1926,824.16,Transfer,2291,UK,Tablet,91,Night,650,4191.45,1,1,1,4,41,Stripe,14,1347,1
TXN01182,U0405,104.59,Payment,3541,USA,Tablet,23,Evening,631,2466.06,1,1,0,6,69,Square,89,1592,1
TXN01183,U1672,250.34,Transfer,2928,UK,Tablet,49,Morning,955,4696.58,0,1,1,2,62,PayPal,88,1517,1
TXN01184,U0892,672.17,Bill Payment,1366,USA,Desktop,51,Night,548,2310.96,0,1,1,5,14,Razorpay,81,976,1
TXN01185,U2358,27.04,Bill Payment,3249,UK,Mobile,70,Afternoon,683,4630.98,0,0,1,9,78,Square,11,1188,1
TXN01186,U2755,692.06,Deposit,3202,Germany,Tablet,37,Evening,123,1201.95,0,0,1,3,90,Stripe,15,1951,1
TXN01187,U1736,291.1,Bill Payment,657,Brazil,Mobile,43,Afternoon,277,3084.17,0,0,0,4,18,Stripe,27,814,0
TXN01188,U0593,17.56,Refund,1107,Canada,Tablet,88,Morning,211,4972.37,1,1,0,3,1,Square,59,1778,1
TXN01189,U0190,89.51,Payment,1384,Canada,Tablet,55,Evening,705,1883.43,1,0,0,7,7,Razorpay,27,440,1
TXN01190,U1723,307.9,Bill Payment,2136,France,Mobile,65,Morning,426,12.27,1,1,1,3,37,Square,23,545,1
TXN01191,U2195,17.43,Transfer,3604,China,Tablet,44,Night,458,324.94,1,0,0,7,10,Stripe,2,818,1
TXN01192,U2634,218.17,Refund,742,Germany,Mobile,51,Evening,532,4296.0,0,1,0,5,21,PayPal,22,1094,1
TXN01193,U2536,106.12,Bill Payment,1996,Brazil,Desktop,0,Morning,928,2461.97,0,1,0,3,39,PayPal,81,1842,0
TXN01194,U1939,242.5,Withdrawal,3033,USA,Desktop,86,Morning,752,2685.91,0,0,1,1,52,Razorpay,97,1495,1
TXN01195,U2429,11.71,Transfer,2519,China,Mobile,81,Morning,656,3998.13,0,1,0,5,58,Stripe,89,1949,0
TXN01196,U1081,513.03,Transfer,1522,Brazil,Mobile,63,Afternoon,291,4058.84,0,1,0,9,20,PayPal,49,1127,1
TXN01197,U1320,907.55,Deposit,3579,India,Desktop,7,Evening,141,2389.72,1,0,0,4,18,Razorpay,60,965,0
TXN01198,U0186,867.46,Withdrawal,3426,China,Mobile,97,Morning,676,4291.01,0,1,1,9,13,Square,2,1981,1
TXN01199,U1969,346.23,Deposit,2464,Germany,Desktop,42,Evening,926,2344.78,1,1,0,3,7,Stripe,33,544,1
TXN01200,U1740,34.84,Bill Payment,3123,France,Desktop,7,Night,387,3376.73,1,1,0,8,5,PayPal,28,406,0
TXN01201,U2839,354.98,Withdrawal,1624,Germany,Mobile,28,Night,645,171.64,0,0,1,5,45,Square,85,1266,0
TXN01202,U1200,6.22,Transfer,682,USA,Tablet,12,Morning,177,694.31,0,0,0,6,31,Stripe,90,1731,0
TXN01203,U0149,5.59,Deposit,3135,Canada,Mobile,0,Evening,84,4257.84,1,0,1,4,86,Stripe,44,1942,1
TXN01204,U1455,97.75,Refund,1113,Australia,Desktop,28,Morning,204,1569.03,1,0,0,6,68,Square,91,1308,0
TXN01205,U0681,167.67,Withdrawal,1725,Nigeria,Tablet,49,Morning,549,1677.05,1,0,0,3,38,PayPal,23,951,0
TXN01206,U2660,367.86,Transfer,3262,Australia,Tablet,36,Afternoon,334,3316.64,0,1,1,7,51,Square,83,545,1
TXN01207,U0319,287.45,Payment,899,Nigeria,Desktop,0,Evening,388,2964.73,0,1,1,4,57,Stripe,36,1815,0
TXN01208,U0429,147.6,Withdrawal,601,Germany,Tablet,68,Afternoon,165,415.53,0,0,1,5,67,Square,33,675,1
TXN01209,U2395,79.92,Withdrawal,3420,Brazil,Tablet,47,Morning,535,3830.0,1,1,0,6,60,PayPal,90,867,1
TXN01210,U1450,1462.88,Bill Payment,1868,USA,Mobile,54,Afternoon,529,3088.03,1,0,0,5,74,PayPal,48,496,0
TXN01211,U1987,138.86,Refund,3610,UK,Desktop,65,Afternoon,860,4277.38,1,0,1,2,65,PayPal,79,500,0
TXN01212,U1692,150.09,Bill Payment,1200,Canada,Tablet,62,Afternoon,671,2679.81,0,0,0,4,77,Square,20,90,0
TXN01213,U0611,44.67,Withdrawal,3436,China,Desktop,21,Night,838,2074.55,1,1,1,8,61,Razorpay,14,1185,0
TXN01214,U1670,395.95,Withdrawal,2824,France,Mobile,93,Night,221,1859.85,0,1,1,8,71,Square,12,280,1
TXN01215,U2619,295.78,Refund,2949,USA,Mobile,10,Afternoon,613,27.07,0,1,0,7,6,Razorpay,15,454,0
TXN01216,U2345,62.36,Refund,3626,Germany,Mobile,28,Evening,857,203.72,0,0,1,2,51,Stripe,60,72,0
TXN01217,U2745,21.49,Deposit,483,India,Tablet,2,Night,327,660.4,0,0,1,4,50,PayPal,28,690,0
TXN01218,U1692,285.25,Transfer,2011,India,Mobile,44,Afternoon,600,4648.04,0,1,0,9,80,PayPal,56,279,1
TXN01219,U0204,265.7,Transfer,1143,USA,Desktop,76,Morning,669,4403.85,1,1,0,6,21,PayPal,35,651,1
TXN01220,U2598,79.8,Deposit,169,Nigeria,Mobile,2,Night,599,2488.5,0,0,1,8,98,Razorpay,43,1710,0
TXN01221,U0457,753.29,Transfer,2022,India,Tablet,73,Morning,413,905.08,0,1,1,9,74,Square,14,1428,0
TXN01222,U1516,40.94,Withdrawal,2195,Germany,Mobile,67,Afternoon,132,734.83,1,0,1,5,89,PayPal,10,1720,0
TXN01223,U1389,141.56,Deposit,3509,France,Tablet,13,Afternoon,771,1284.37,1,0,0,5,40,Stripe,10,805,0
TXN01224,U1990,718.89,Deposit,439,UK,Desktop,86,Afternoon,178,4544.07,1,0,1,9,13,Square,27,1835,1
TXN01225,U2708,136.06,Transfer,2936,China,Mobile,80,Morning,904,2609.73,0,0,1,6,9,Stripe,80,303,1
TXN01226,U1618,254.39,Payment,3261,Australia,Mobile,64,Night,822,4021.19,0,0,1,7,89,PayPal,64,111,0
TXN01227,U1612,126.71,Transfer,160,Brazil,Desktop,56,Afternoon,288,2536.24,0,1,0,8,88,Stripe,83,1240,1
TXN01228,U2779,80.13,Bill Payment,814,Australia,Desktop,14,Evening,626,3049.19,1,0,0,8,21,Stripe,58,1665,0
TXN01229,U0492,1033.44,Payment,2450,Nigeria,Tablet,59,Afternoon,348,3052.46,0,0,1,3,78,Stripe,51,946,1
TXN01230,U1812,131.63,Deposit,586,India,Mobile,53,Night,286,161.53,1,0,1,5,47,PayPal,98,1789,0
TXN01231,U0599,561.31,Payment,864,UK,Mobile,1,Night,363,2229.12,1,0,1,1,69,PayPal,58,1416,0
TXN01232,U2875,65.33,Withdrawal,1042,China,Mobile,81,Evening,82,4320.92,0,0,1,3,18,Square,13,275,1
TXN01233,U2055,59.92,Refund,140,France,Mobile,63,Afternoon,236,2448.05,1,1,1,2,91,Square,34,559,1
TXN01234,U0906,7.91,Payment,1139,Canada,Desktop,85,Night,437,2179.5,1,1,0,2,90,PayPal,2,1314,1
TXN01235,U0093,263.65,Bill Payment,328,USA,Mobile,27,Night,238,2635.1,0,1,1,2,41,PayPal,63,811,1
TXN01236,U2674,114.92,Refund,225,Brazil,Mobile,93,Night,444,1906.93,0,1,0,1,34,Stripe,94,111,1
TXN01237,U0116,499.43,Withdrawal,558,Canada,Mobile,76,Morning,65,2579.42,0,1,1,6,47,PayPal,38,1327,0
TXN01238,U2229,160.24,Bill Payment,2487,Brazil,Tablet,66,Night,659,681.05,0,0,0,4,80,Razorpay,95,18,0
TXN01239,U1965,862.02,Refund,1574,Australia,Tablet,2,Night,715,4839.89,0,0,1,2,24,Razorpay,70,1738,0
TXN01240,U2629,51.3,Withdrawal,1742,India,Tablet,52,Morning,113,175.48,0,1,1,5,3,Razorpay,66,602,1
TXN01241,U0466,507.42,Refund,386,France,Desktop,25,Afternoon,852,2418.62,0,1,0,2,8,Square,88,1904,0
TXN01242,U1711,374.69,Refund,521,UK,Desktop,3,Evening,188,1053.91,1,0,0,8,35,PayPal,93,790,1
TXN01243,U0639,368.42,Transfer,1277,Brazil,Desktop,15,Morning,990,296.49,1,0,1,4,20,Razorpay,92,1027,0
TXN01244,U2126,465.73,Bill Payment,2668,Brazil,Mobile,91,Morning,803,3260.27,1,1,0,5,99,PayPal,16,1330,0
TXN01245,U1057,357.85,Bill Payment,1122,China,Mobile,71,Morning,595,4925.98,0,1,1,8,67,Square,20,1363,0
TXN01246,U2612,246.02,Payment,2835,Germany,Desktop,53,Night,875,3749.28,0,1,0,6,43,Stripe,15,1049,1
TXN01247,U2060,35.17,Bill Payment,3143,Brazil,Tablet,15,Afternoon,275,1273.83,1,0,1,1,54,PayPal,49,1768,0
TXN01248,U2554,8.27,Bill Payment,2599,USA,Mobile,30,Afternoon,940,2469.48,0,1,1,6,5,PayPal,24,1360,1
TXN01249,U0591,634.1,Refund,1834,France,Tablet,86,Afternoon,611,253.66,1,1,0,1,61,Stripe,41,479,0
TXN01250,U1847,239.7,Deposit,447,France,Mobile,1,Evening,301,2660.69,0,0,0,6,50,Stripe,86,193,0
TXN01251,U2052,398.07,Transfer,3162,Canada,Mobile,72,Afternoon,884,501.82,0,1,1,7,77,PayPal,92,1231,1
TXN01252,U3000,164.21,Payment,3502,USA,Tablet,90,Evening,785,3974.07,0,0,1,6,72,PayPal,6,867,0
TXN01253,U0324,31.19,Transfer,1243,UK,Desktop,44,Night,709,288.25,0,0,1,4,98,Razorpay,3,69,0
TXN01254,U2008,33.44,Payment,107,Nigeria,Tablet,53,Afternoon,864,51.76,0,0,0,4,74,Razorpay,59,413,1
TXN01255,U2948,289.24,Withdrawal,1500,Germany,Desktop,58,Evening,969,4308.48,1,0,1,2,84,Stripe,66,503,1
TXN01256,U1359,140.66,Refund,2964,Nigeria,Desktop,58,Night,913,4713.0,1,0,0,2,38,PayPal,45,1757,0
TXN01257,U0571,55.95,Bill Payment,1478,Canada,Mobile,21,Night,959,437.34,1,0,0,7,60,Razorpay,60,469,1
TXN01258,U0973,169.12,Bill Payment,904,France,Mobile,33,Evening,545,1398.19,1,1,1,8,10,Stripe,69,587,0
TXN01259,U2684,16.59,Deposit,1632,USA,Mobile,72,Night,590,3709.78,1,1,0,6,81,PayPal,0,1828,0
TXN01260,U1285,218.05,Transfer,2592,Nigeria,Desktop,96,Night,642,2700.57,1,0,1,6,17,Razorpay,98,436,1
TXN01261,U1923,78.33,Transfer,1150,UK,Desktop,55,Afternoon,583,4746.44,0,0,1,7,57,PayPal,30,111,1
TXN01262,U1635,399.33,Transfer,1171,UK,Tablet,33,Evening,754,1948.95,0,1,0,3,22,Stripe,72,1501,1
TXN01263,U0139,92.9,Bill Payment,2328,India,Mobile,98,Night,650,21.6,0,1,1,2,88,Stripe,99,39,1
TXN01264,U2407,151.84,Transfer,24,Brazil,Mobile,25,Morning,685,103.63,0,1,0,4,27,Stripe,90,1630,1
TXN01265,U2232,2.92,Refund,952,Brazil,Desktop,70,Morning,479,2826.45,1,1,1,2,82,Square,30,1232,1
TXN01266,U0759,18.8,Payment,1745,UK,Mobile,44,Night,425,3761.77,0,0,0,7,58,Razorpay,36,502,0
TXN01267,U0281,124.6,Bill Payment,2040,USA,Desktop,90,Afternoon,16,3954.13,0,1,0,9,26,Razorpay,90,1003,1
TXN01268,U0769,163.45,Refund,120,Canada,Tablet,75,Morning,46,4558.03,0,1,1,7,59,Square,13,850,1
TXN01269,U2908,229.09,Withdrawal,1676,India,Tablet,80,Afternoon,29,1149.23,1,1,0,5,79,PayPal,87,1292,1
TXN01270,U2658,86.21,Refund,1321,China,Mobile,20,Night,938,3693.34,1,0,0,3,70,Stripe,66,794,0
TXN01271,U1691,296.85,Refund,855,UK,Tablet,42,Evening,391,4136.35,0,1,1,1,54,Square,39,1744,1
TXN01272,U0946,491.75,Withdrawal,1016,USA,Mobile,85,Night,39,4182.2,1,0,0,1,50,Stripe,8,1444,0
TXN01273,U0994,378.36,Refund,2992,Australia,Mobile,89,Night,710,2060.66,1,0,0,3,74,Stripe,44,1074,1
TXN01274,U1070,10.11,Payment,3154,France,Desktop,38,Morning,915,3131.79,1,0,1,4,68,PayPal,22,401,0
TXN01275,U0918,163.73,Bill Payment,448,Nigeria,Desktop,12,Evening,843,2760.07,0,0,0,5,27,Razorpay,21,293,0
TXN01276,U0411,27.71,Deposit,1936,USA,Mobile,41,Afternoon,852,2989.44,1,0,0,9,69,Square,30,761,1
TXN01277,U1481,69.28,Withdrawal,1744,Australia,Tablet,44,Afternoon,667,1413.75,0,1,0,2,59,PayPal,49,1285,1
TXN01278,U0548,1079.3,Bill Payment,996,Brazil,Tablet,86,Evening,283,3417.76,1,0,0,4,20,Square,62,608,0
TXN01279,U2684,38.43,Transfer,1943,Australia,Mobile,50,Afternoon,58,3551.54,1,1,0,3,39,Stripe,58,71,0
TXN01280,U0038,172.73,Payment,3542,UK,Mobile,93,Morning,957,983.76,1,0,0,8,59,Square,82,1909,0
TXN01281,U2808,240.69,Deposit,1447,Germany,Tablet,16,Night,847,2220.94,0,1,0,1,95,Square,31,1108,0
TXN01282,U1856,303.06,Payment,3617,China,Tablet,90,Afternoon,329,2113.42,1,0,0,1,75,Stripe,61,1462,1
TXN01283,U1324,205.05,Payment,3096,Nigeria,Desktop,83,Morning,949,3746.01,0,1,0,9,37,Razorpay,11,130,0
TXN01284,U2144,2.45,Transfer,1085,Brazil,Desktop,62,Afternoon,725,3334.18,0,0,0,1,10,Razorpay,5,420,1
TXN01285,U1157,98.8,Deposit,1725,Australia,Tablet,6,Morning,262,2383.6,1,0,0,4,97,PayPal,31,496,0
TXN01286,U2913,182.3,Payment,2132,Germany,Desktop,54,Afternoon,323,3264.39,0,0,0,8,97,PayPal,7,1038,0
TXN01287,U0314,22.99,Transfer,2273,Brazil,Desktop,3,Afternoon,23,1317.99,0,0,1,4,19,Razorpay,34,389,0
TXN01288,U2953,107.94,Withdrawal,186,UK,Mobile,30,Evening,353,1165.58,0,1,0,5,57,Square,78,1483,1
TXN01289,U1922,8.44,Transfer,2423,Australia,Desktop,93,Evening,808,1203.4,0,0,1,2,34,Stripe,91,1971,1
TXN01290,U1497,20.46,Refund,72,USA,Desktop,94,Morning,750,152.34,1,1,0,9,38,Stripe,57,267,0
TXN01291,U1400,126.43,Bill Payment,74,Brazil,Mobile,55,Evening,53,3456.93,0,1,0,9,27,Razorpay,21,1394,0
TXN01292,U0478,35.6,Transfer,1921,USA,Tablet,3,Night,781,4929.31,1,0,0,3,35,Square,58,962,1
TXN01293,U2215,209.57,Transfer,1365,Australia,Desktop,81,Evening,683,1548.62,0,0,1,8,18,Razorpay,45,1720,1
TXN01294,U1534,292.36,Transfer,2201,UK,Desktop,83,Morning,304,4649.52,0,0,1,9,49,Stripe,94,1654,1
TXN01295,U2729,403.09,Payment,2144,China,Tablet,39,Evening,318,3034.68,1,1,0,3,3,Square,8,72,1
TXN01296,U0868,55.83,Deposit,3637,Canada,Desktop,46,Morning,720,1128.55,0,1,0,1,78,Stripe,42,136,1
TXN01297,U2004,45.83,Transfer,2493,China,Tablet,49,Night,44,64.26,1,1,1,2,36,Stripe,2,1853,0
TXN01298,U1075,27.61,Transfer,3182,Australia,Mobile,22,Morning,839,3620.04,0,0,1,8,99,Razorpay,63,1373,0
TXN01299,U1978,252.95,Refund,1482,Australia,Tablet,50,Morning,361,3484.39,1,1,1,1,89,PayPal,72,521,1
TXN01300,U0331,306.45,Refund,2876,India,Tablet,37,Night,761,1150.12,1,1,0,7,72,Stripe,66,1739,0
TXN01301,U0224,8.02,Withdrawal,3123,Australia,Tablet,8,Night,460,1666.86,0,1,1,2,48,Razorpay,82,315,1
TXN01302,U1475,688.05,Withdrawal,2425,Canada,Mobile,60,Morning,6,4490.74,0,0,0,3,63,Razorpay,67,1607,1
TXN01303,U0391,13.34,Refund,765,Germany,Tablet,79,Afternoon,258,790.38,1,1,0,4,77,Stripe,5,445,1
TXN01304,U1222,194.84,Deposit,1097,USA,Tablet,20,Afternoon,87,4178.04,0,0,1,3,87,Razorpay,75,1011,0
TXN01305,U0014,308.66,Withdrawal,212,UK,Mobile,8,Morning,942,850.27,1,0,0,4,56,Square,97,871,0
TXN01306,U2677,511.93,Bill Payment,3504,Nigeria,Desktop,24,Evening,983,2411.23,0,0,1,5,58,Razorpay,90,1103,0
TXN01307,U0652,313.02,Bill Payment,724,Australia,Desktop,35,Morning,188,2497.33,0,0,1,6,2,Square,72,1104,0
TXN01308,U1093,404.53,Deposit,3240,China,Tablet,42,Morning,454,2363.09,0,0,0,5,72,Square,27,251,0
TXN01309,U2273,103.67,Refund,2823,India,Mobile,77,Evening,541,1443.21,1,1,0,9,97,PayPal,41,555,1
TXN01310,U0370,421.61,Withdrawal,2379,India,Mobile,80,Night,516,1270.56,1,1,0,9,50,Square,87,84,0
TXN01311,U2493,20.88,Transfer,1766,China,Tablet,27,Morning,359,3667.11,0,1,0,6,55,Square,21,365,0
TXN01312,U2051,563.01,Refund,751,France,Tablet,63,Afternoon,980,1382.01,0,1,1,6,22,Square,61,943,0
TXN01313,U2527,198.29,Withdrawal,1518,Australia,Desktop,44,Night,368,3051.53,0,1,0,9,49,PayPal,97,1739,0
TXN01314,U0063,424.97,Deposit,3215,USA,Desktop,55,Night,199,4233.97,1,0,1,7,57,PayPal,26,526,1
TXN01315,U0755,150.52,Bill Payment,1469,India,Tablet,47,Morning,6,4185.99,1,1,1,6,24,Razorpay,27,895,1
TXN01316,U2364,257.91,Deposit,2872,Germany,Mobile,7,Afternoon,678,839.92,1,1,1,9,81,Square,75,342,1
TXN01317,U2798,186.85,Withdrawal,394,UK,Tablet,13,Evening,385,3275.41,1,0,0,7,29,Stripe,17,33,0
TXN01318,U1637,328.81,Deposit,512,USA,Mobile,14,Evening,682,3013.38,1,0,0,8,80,Stripe,97,1284,0
TXN01319,U1380,21.29,Withdrawal,686,Germany,Desktop,38,Evening,395,1413.51,1,0,1,5,72,Square,5,771,0
TXN01320,U0471,15.56,Withdrawal,2669,India,Tablet,24,Afternoon,539,1960.31,0,0,0,8,3,Square,27,158,1
TXN01321,U2159,70.96,Deposit,1739,Australia,Mobile,62,Night,619,1429.14,1,1,1,1,10,PayPal,64,546,1
TXN01322,U0367,43.45,Payment,1721,Nigeria,Desktop,58,Night,146,2687.64,1,0,0,7,92,Stripe,82,625,0
TXN01323,U1194,513.51,Transfer,1827,USA,Tablet,74,Morning,283,4019.12,1,1,0,2,94,Razorpay,17,1605,0
TXN01324,U2413,61.86,Refund,3400,China,Tablet,28,Night,98,4388.13,0,1,1,3,37,PayPal,79,938,1
TXN01325,U1412,931.03,Bill Payment,2652,Australia,Desktop,2,Night,587,3615.5,0,1,1,8,20,PayPal,48,499,1
TXN01326,U2146,102.71,Transfer,1283,India,Tablet,38,Evening,603,2419.83,0,0,1,3,46,Razorpay,3,1555,0
TXN01327,U1456,50.26,Refund,1858,UK,Desktop,21,Evening,506,4790.69,0,1,1,7,3,Razorpay,93,1885,1
TXN01328,U1465,389.8,Refund,3509,UK,Mobile,40,Evening,473,2821.58,0,0,0,6,35,Square,80,23,0
TXN01329,U0609,268.75,Bill Payment,2766,Germany,Tablet,19,Night,741,2395.34,0,0,0,3,67,Square,23,32,0
TXN01330,U1197,172.39,Transfer,3636,Canada,Desktop,18,Morning,709,4284.58,0,1,1,3,99,PayPal,11,501,1
TXN01331,U1237,202.62,Bill Payment,2397,France,Desktop,12,Night,146,927.19,0,1,0,9,54,Square,74,1381,0
TXN01332,U0604,317.53,Withdrawal,2563,UK,Mobile,90,Morning,575,793.6,1,0,1,5,88,PayPal,95,1789,0
TXN01333,U0404,64.84,Bill Payment,3521,USA,Tablet,18,Night,858,3913.8,0,1,1,7,46,Stripe,72,1811,0
TXN01334,U2687,1402.16,Deposit,2447,Australia,Desktop,79,Afternoon,884,4353.5,1,1,0,2,91,Square,10,1661,0
TXN01335,U2625,920.16,Payment,2262,USA,Desktop,65,Night,904,368.51,0,1,0,7,35,PayPal,79,1874,1
TXN01336,U2411,262.69,Payment,3618,Brazil,Desktop,64,Afternoon,502,3821.61,1,0,1,8,21,Razorpay,9,1089,1
TXN01337,U0875,55.64,Payment,2610,Nigeria,Tablet,2,Morning,936,2125.19,1,1,0,4,45,PayPal,14,42,1
TXN01338,U1368,285.04,Transfer,1313,Australia,Tablet,23,Night,49,3520.12,1,0,1,1,14,PayPal,60,1383,1
TXN01339,U2709,18.73,Transfer,1865,Canada,Mobile,37,Night,521,679.17,1,0,1,4,20,Stripe,94,292,1
TXN01340,U1924,7.78,Withdrawal,3331,Canada,Mobile,1,Morning,969,4865.2,0,0,0,5,74,Stripe,18,722,0
TXN01341,U0340,74.49,Payment,2306,UK,Mobile,55,Evening,224,4407.0,0,0,1,5,20,Square,6,1873,1
TXN01342,U1357,155.26,Withdrawal,1412,Canada,Tablet,79,Evening,81,2032.83,1,0,1,2,40,Stripe,60,301,1
TXN01343,U2166,506.75,Payment,1808,France,Desktop,92,Afternoon,181,4467.33,1,0,1,8,11,PayPal,67,217,1
TXN01344,U2351,324.73,Transfer,2742,China,Tablet,36,Night,521,4475.15,0,0,0,2,49,Razorpay,82,720,0
TXN01345,U2305,339.38,Deposit,1569,UK,Tablet,3,Evening,902,2308.96,1,0,0,1,53,Razorpay,74,403,0
TXN01346,U1438,138.56,Deposit,3337,Australia,Tablet,77,Morning,359,4734.69,1,0,1,5,56,Stripe,61,732,0
TXN01347,U2592,106.14,Deposit,3385,Nigeria,Mobile,80,Morning,927,4884.4,0,1,1,7,13,Stripe,98,1752,1
TXN01348,U2717,115.92,Bill Payment,1064,China,Desktop,43,Night,234,1089.98,0,1,1,8,2,Razorpay,67,835,0
TXN01349,U1299,1098.52,Deposit,998,India,Tablet,44,Afternoon,821,338.0,0,1,1,4,19,Square,81,1029,1
TXN01350,U0845,10.23,Refund,2868,Canada,Mobile,80,Morning,325,1659.09,1,0,1,1,37,Stripe,78,431,1
TXN01351,U1402,504.41,Payment,2258,Australia,Tablet,83,Night,466,2446.73,1,1,1,5,98,PayPal,64,402,1
TXN01352,U0392,216.09,Deposit,2320,Australia,Desktop,46,Afternoon,446,467.92,1,0,1,3,23,Stripe,18,134,0
TXN01353,U1820,144.34,Refund,3208,Canada,Mobile,92,Evening,744,707.59,0,0,0,1,24,Razorpay,97,1036,0
TXN01354,U2121,322.98,Refund,599,China,Tablet,25,Night,746,4858.64,0,0,0,7,65,Stripe,94,15,0
TXN01355,U1567,166.71,Refund,1084,USA,Mobile,80,Afternoon,545,3687.82,1,0,0,9,10,Square,58,24,0
TXN01356,U0466,516.73,Withdrawal,3582,China,Desktop,75,Morning,42,4375.32,0,1,0,9,75,Stripe,81,1584,0
TXN01357,U0577,577.41,Withdrawal,3587,USA,Desktop,91,Evening,381,4855.92,0,0,0,4,79,Stripe,79,1343,0
TXN01358,U2823,136.92,Refund,3087,UK,Mobile,8,Morning,132,1893.83,0,0,0,8,86,PayPal,90,21,0
TXN01359,U1333,81.03,Bill Payment,3071,France,Tablet,95,Morning,402,3440.88,1,0,0,1,60,Square,80,249,0
TXN01360,U2878,224.34,Deposit,2303,Germany,Desktop,97,Evening,624,924.19,1,1,0,4,79,Razorpay,18,1936,1
TXN01361,U1755,608.64,Payment,2785,Australia,Desktop,79,Night,369,2760.58,0,0,0,4,50,Square,22,1752,1
TXN01362,U0936,59.14,Bill Payment,722,France,Tablet,47,Night,53,1053.34,1,0,1,2,97,Stripe,42,846,1
TXN01363,U1298,243.86,Transfer,2583,USA,Mobile,30,Night,653,806.35,0,0,0,8,93,Square,67,793,1
TXN01364,U2741,249.62,Withdrawal,3307,China,Mobile,54,Morning,905,496.73,0,0,0,8,72,Square,78,199,0
TXN01365,U0821,330.23,Deposit,1155,UK,Tablet,90,Morning,560,2900.78,1,1,1,7,22,PayPal,6,1160,1
TXN01366,U1994,35.27,Deposit,1709,Canada,Desktop,92,Night,778,4749.51,0,1,1,4,3,Razorpay,45,220,1
TXN01367,U2800,314.54,Transfer,3072,India,Desktop,0,Night,158,615.5,1,1,1,5,42,Razorpay,88,698,0
TXN01368,U2009,599.31,Transfer,17,Canada,Tablet,90,Evening,961,2514.06,1,1,0,5,27,PayPal,45,233,0
TXN01369,U1100,49.52,Deposit,2930,Canada,Tablet,95,Morning,137,3436.91,1,1,0,1,52,PayPal,88,671,1
TXN01370,U2232,67.8,Transfer,3002,France,Mobile,58,Afternoon,532,2481.83,1,0,1,6,6,Razorpay,30,628,1
TXN01371,U1742,888.54,Deposit,2874,India,Mobile,10,Night,896,4559.32,1,0,0,7,88,Stripe,77,739,0
